26/6,9:48:20,3.88 , 57.76 , 3.89 , 223.16 , 5.75
26/6,9:48:25,3.88 , 57.84 , 3.89 , 223.27 , 5.76
26/6,9:48:30,3.88 , 57.72 , 3.89 , 222.57 , 5.74
26/6,9:48:36,3.88 , 57.68 , 3.89 , 222.88 , 5.75
26/6,9:48:41,3.88 , 57.76 , 3.89 , 223.05 , 5.75
26/6,9:48:47,3.88 , 57.81 , 3.89 , 222.97 , 5.75
26/6,9:48:52,3.88 , 57.66 , 3.89 , 222.43 , 5.74
26/6,9:48:58,3.88 , 57.73 , 3.89 , 223.04 , 5.75
26/6,9:49:3,3.88 , 57.81 , 3.89 , 223.20 , 5.75
26/6,9:49:8,3.88 , 57.74 , 3.89 , 222.71 , 5.75
26/6,9:49:14,3.88 , 57.67 , 3.89 , 222.76 , 5.74
26/6,9:49:19,3.88 , 57.79 , 3.89 , 223.28 , 5.75
26/6,9:49:25,3.88 , 57.85 , 3.89 , 222.94 , 5.75
26/6,9:49:30,3.88 , 57.69 , 3.89 , 222.52 , 5.74
26/6,9:49:36,3.88 , 57.62 , 3.89 , 222.48 , 5.74
26/6,9:49:41,3.88 , 57.66 , 3.89 , 222.73 , 5.74
26/6,9:49:46,3.88 , 57.81 , 3.89 , 223.04 , 5.75
26/6,9:49:52,3.88 , 57.81 , 3.89 , 223.16 , 5.75
26/6,9:49:57,3.88 , 57.79 , 3.89 , 222.66 , 5.74
26/6,9:50:3,3.88 , 57.59 , 3.89 , 222.60 , 5.74
26/6,9:50:8,3.88 , 57.83 , 3.89 , 222.98 , 5.75
26/6,9:50:14,3.88 , 57.73 , 3.89 , 222.61 , 5.74
26/6,9:50:19,3.88 , 57.61 , 3.89 , 222.33 , 5.74
26/6,9:50:24,3.88 , 57.72 , 3.89 , 222.93 , 5.75
26/6,9:50:30,3.88 , 57.78 , 3.89 , 223.11 , 5.76
26/6,9:50:35,3.88 , 57.84 , 3.89 , 223.38 , 5.76
26/6,9:50:41,3.88 , 57.80 , 3.89 , 223.19 , 5.75
26/6,9:50:46,3.88 , 57.78 , 3.89 , 223.14 , 5.75
26/6,9:50:52,3.88 , 57.79 , 3.89 , 223.08 , 5.75
26/6,9:50:57,3.88 , 57.77 , 3.89 , 223.20 , 5.75
26/6,9:51:2,3.88 , 57.81 , 3.89 , 223.08 , 5.75
26/6,9:51:8,3.88 , 57.76 , 3.89 , 223.00 , 5.75
26/6,9:51:13,3.88 , 57.71 , 3.89 , 222.99 , 5.75
26/6,9:51:19,3.88 , 57.69 , 3.89 , 222.89 , 5.75
26/6,9:51:24,3.88 , 57.62 , 3.89 , 222.45 , 5.74
26/6,9:51:30,3.88 , 57.75 , 3.89 , 222.67 , 5.75
26/6,9:51:35,3.88 , 57.81 , 3.89 , 222.65 , 5.75
26/6,9:51:40,3.88 , 57.81 , 3.89 , 222.99 , 5.75
26/6,9:51:46,3.88 , 57.73 , 3.89 , 222.62 , 5.74
26/6,9:51:51,3.88 , 57.83 , 3.89 , 222.86 , 5.75
26/6,9:51:57,3.88 , 57.83 , 3.89 , 223.03 , 5.75
26/6,9:52:2,3.88 , 57.75 , 3.89 , 223.03 , 5.75
26/6,9:52:8,3.88 , 57.71 , 3.89 , 222.68 , 5.74
26/6,9:52:13,3.88 , 57.65 , 3.89 , 222.55 , 5.74
26/6,9:52:18,3.88 , 57.76 , 3.89 , 222.47 , 5.74
26/6,9:52:24,3.88 , 57.80 , 3.89 , 223.18 , 5.75
26/6,9:52:29,3.88 , 57.73 , 3.89 , 222.76 , 5.75
26/6,9:52:35,3.88 , 57.61 , 3.89 , 222.45 , 5.74
26/6,9:52:40,3.88 , 57.75 , 3.89 , 222.58 , 5.74
26/6,9:52:46,3.88 , 57.82 , 3.89 , 223.02 , 5.75
26/6,9:52:51,3.88 , 57.78 , 3.89 , 222.98 , 5.75
26/6,9:52:56,3.88 , 57.65 , 3.89 , 222.72 , 5.74
26/6,9:53:2,3.88 , 57.74 , 3.88 , 222.59 , 5.74
26/6,9:53:7,3.88 , 57.82 , 3.89 , 222.92 , 5.75
26/6,9:53:13,3.88 , 57.75 , 3.89 , 222.79 , 5.74
26/6,9:53:18,3.88 , 57.66 , 3.88 , 222.37 , 5.74
26/6,9:53:24,3.88 , 57.80 , 3.89 , 222.61 , 5.75
26/6,9:53:29,3.88 , 57.78 , 3.88 , 223.09 , 5.75
26/6,9:53:34,3.88 , 57.81 , 3.88 , 223.10 , 5.75
26/6,9:53:40,3.88 , 57.64 , 3.88 , 222.58 , 5.74
26/6,9:53:45,3.88 , 57.75 , 3.88 , 222.47 , 5.74
26/6,9:53:51,3.88 , 57.79 , 3.88 , 223.04 , 5.75
26/6,9:53:56,3.88 , 57.68 , 3.88 , 222.65 , 5.74
26/6,9:54:2,3.88 , 57.74 , 3.88 , 222.57 , 5.75
26/6,9:54:7,3.88 , 57.81 , 3.88 , 222.96 , 5.75
26/6,9:54:12,3.88 , 57.68 , 3.88 , 222.57 , 5.74
26/6,9:54:18,3.88 , 57.81 , 3.88 , 222.75 , 5.75
26/6,9:54:23,3.88 , 57.71 , 3.88 , 222.83 , 5.74
26/6,9:54:29,3.88 , 57.68 , 3.88 , 222.26 , 5.74
26/6,9:54:34,3.88 , 57.79 , 3.88 , 222.97 , 5.75
26/6,9:54:40,3.88 , 57.68 , 3.88 , 222.61 , 5.74
26/6,9:54:45,3.88 , 57.72 , 3.88 , 222.54 , 5.74
26/6,9:54:50,3.88 , 57.77 , 3.88 , 222.87 , 5.75
26/6,9:54:56,3.88 , 57.62 , 3.88 , 222.42 , 5.74
26/6,9:55:1,3.88 , 57.81 , 3.88 , 222.80 , 5.75
26/6,9:55:7,3.88 , 57.66 , 3.88 , 222.64 , 5.75
26/6,9:55:12,3.88 , 57.81 , 3.88 , 222.94 , 5.75
26/6,9:55:18,3.88 , 57.67 , 3.88 , 222.81 , 5.75
26/6,9:55:23,3.88 , 57.69 , 3.88 , 222.74 , 5.74
26/6,9:55:29,3.88 , 57.74 , 3.88 , 222.53 , 5.74
26/6,9:55:34,3.88 , 57.76 , 3.88 , 222.92 , 5.75
26/6,9:55:39,3.88 , 57.67 , 3.88 , 222.38 , 5.74
26/6,9:55:45,3.88 , 57.80 , 3.88 , 223.01 , 5.75
26/6,9:55:50,3.88 , 57.60 , 3.88 , 222.35 , 5.74
26/6,9:55:56,3.88 , 57.79 , 3.88 , 222.86 , 5.75
26/6,9:56:1,3.88 , 57.63 , 3.88 , 222.44 , 5.74
26/6,9:56:7,3.88 , 57.76 , 3.88 , 222.76 , 5.75
26/6,9:56:12,3.88 , 57.64 , 3.88 , 222.43 , 5.74
26/6,9:56:17,3.88 , 57.83 , 3.88 , 223.02 , 5.76
26/6,9:56:23,3.88 , 57.64 , 3.88 , 222.39 , 5.74
26/6,9:56:28,3.88 , 57.80 , 3.88 , 222.82 , 5.75
26/6,9:56:34,3.88 , 57.64 , 3.88 , 222.31 , 5.74
26/6,9:56:39,3.88 , 57.75 , 3.88 , 222.79 , 5.75
26/6,9:56:45,3.88 , 57.69 , 3.88 , 222.37 , 5.74
26/6,9:56:50,3.88 , 57.78 , 3.88 , 222.91 , 5.75
26/6,9:56:55,3.88 , 57.68 , 3.88 , 222.22 , 5.74
26/6,9:57:1,3.88 , 57.70 , 3.88 , 222.61 , 5.75
26/6,9:57:6,3.88 , 57.80 , 3.88 , 222.60 , 5.75
26/6,9:57:12,3.88 , 57.79 , 3.88 , 222.64 , 5.75
26/6,9:57:17,3.88 , 57.62 , 3.88 , 222.28 , 5.74
26/6,9:57:23,3.88 , 57.80 , 3.88 , 222.78 , 5.75
26/6,9:57:28,3.88 , 57.60 , 3.88 , 222.23 , 5.74
26/6,9:57:33,3.88 , 57.78 , 3.88 , 222.82 , 5.75
26/6,9:57:39,3.88 , 57.67 , 3.88 , 222.32 , 5.74
26/6,9:57:44,3.88 , 57.78 , 3.88 , 222.81 , 5.75
26/6,9:57:50,3.88 , 57.73 , 3.88 , 222.39 , 5.74
26/6,9:57:55,3.88 , 57.70 , 3.88 , 222.64 , 5.75
26/6,9:58:1,3.88 , 57.62 , 3.88 , 222.22 , 5.74
26/6,9:58:6,3.88 , 57.79 , 3.88 , 223.06 , 5.75
26/6,9:58:11,3.88 , 57.76 , 3.88 , 222.46 , 5.75
26/6,9:58:17,3.88 , 57.69 , 3.88 , 222.77 , 5.75
26/6,9:58:22,3.88 , 57.82 , 3.88 , 222.62 , 5.75
26/6,9:58:28,3.88 , 57.65 , 3.88 , 222.34 , 5.74
26/6,9:58:33,3.88 , 57.79 , 3.88 , 222.88 , 5.75
26/6,9:58:39,3.88 , 57.64 , 3.88 , 222.22 , 5.74
26/6,9:58:44,3.88 , 57.78 , 3.88 , 222.92 , 5.75
26/6,9:58:49,3.88 , 57.69 , 3.88 , 222.31 , 5.74
26/6,9:58:55,3.88 , 57.79 , 3.88 , 222.81 , 5.75
26/6,9:59:0,3.88 , 57.69 , 3.88 , 222.18 , 5.74
26/6,9:59:6,3.88 , 57.74 , 3.88 , 222.76 , 5.75
26/6,9:59:11,3.88 , 57.80 , 3.88 , 222.48 , 5.75
26/6,9:59:17,3.88 , 57.59 , 3.88 , 222.18 , 5.74
26/6,9:59:22,3.88 , 57.77 , 3.88 , 222.80 , 5.75
26/6,9:59:27,3.88 , 57.65 , 3.88 , 222.24 , 5.74
26/6,9:59:33,3.88 , 57.74 , 3.88 , 222.48 , 5.74
26/6,9:59:38,3.88 , 57.72 , 3.88 , 222.29 , 5.74
26/6,9:59:44,3.88 , 57.67 , 3.88 , 222.49 , 5.74
26/6,9:59:49,3.88 , 57.73 , 3.88 , 222.70 , 5.75
26/6,9:59:55,3.88 , 57.65 , 3.88 , 221.97 , 5.74
26/6,10:0:0,3.88 , 57.74 , 3.88 , 222.75 , 5.74
26/6,10:0:5,3.88 , 57.81 , 3.88 , 222.47 , 5.75
26/6,10:0:11,3.88 , 57.60 , 3.88 , 222.23 , 5.74
26/6,10:0:16,3.88 , 57.82 , 3.88 , 222.86 , 5.75
26/6,10:0:22,3.88 , 57.64 , 3.88 , 222.04 , 5.74
26/6,10:0:27,3.88 , 57.70 , 3.88 , 222.64 , 5.75
26/6,10:0:33,3.88 , 57.80 , 3.88 , 222.49 , 5.75
26/6,10:0:38,3.88 , 57.74 , 3.88 , 222.79 , 5.75
26/6,10:0:44,3.88 , 57.80 , 3.88 , 222.69 , 5.75
26/6,10:0:49,3.88 , 57.65 , 3.88 , 222.23 , 5.74
26/6,10:0:54,3.88 , 57.72 , 3.88 , 222.69 , 5.74
26/6,10:1:0,3.88 , 57.82 , 3.88 , 222.52 , 5.75
26/6,10:1:5,3.88 , 57.68 , 3.88 , 222.14 , 5.74
26/6,10:1:11,3.88 , 57.68 , 3.88 , 222.62 , 5.75
26/6,10:1:16,3.88 , 57.83 , 3.88 , 222.76 , 5.76
26/6,10:1:22,3.88 , 57.69 , 3.88 , 222.16 , 5.74
26/6,10:1:27,3.88 , 57.63 , 3.88 , 222.24 , 5.74
26/6,10:1:32,3.88 , 57.78 , 3.88 , 222.91 , 5.75
26/6,10:1:38,3.88 , 57.80 , 3.88 , 222.28 , 5.75
26/6,10:1:43,3.88 , 57.72 , 3.88 , 222.17 , 5.74
26/6,10:1:49,3.88 , 57.59 , 3.88 , 222.11 , 5.74
26/6,10:1:54,3.88 , 57.71 , 3.88 , 222.57 , 5.74
26/6,10:2:0,3.88 , 57.81 , 3.88 , 222.83 , 5.75
26/6,10:2:5,3.88 , 57.71 , 3.88 , 222.19 , 5.74
26/6,10:2:10,3.88 , 57.60 , 3.88 , 222.13 , 5.74
26/6,10:2:16,3.88 , 57.69 , 3.88 , 222.51 , 5.75
26/6,10:2:21,3.88 , 57.76 , 3.88 , 222.68 , 5.75
26/6,10:2:27,3.88 , 57.64 , 3.88 , 222.26 , 5.74
26/6,10:2:32,3.88 , 57.75 , 3.88 , 222.77 , 5.75
26/6,10:2:38,3.88 , 57.79 , 3.88 , 222.77 , 5.75
26/6,10:2:43,3.88 , 57.79 , 3.88 , 222.52 , 5.75
26/6,10:2:48,3.88 , 57.68 , 3.88 , 222.11 , 5.74
26/6,10:2:54,3.88 , 57.58 , 3.88 , 222.15 , 5.74
26/6,10:2:59,3.88 , 57.72 , 3.88 , 222.58 , 5.74
26/6,10:3:5,3.88 , 57.77 , 3.88 , 222.65 , 5.75
26/6,10:3:10,3.88 , 57.72 , 3.88 , 222.16 , 5.75
26/6,10:3:16,3.87 , 57.61 , 3.88 , 222.09 , 5.74
26/6,10:3:21,3.87 , 57.63 , 3.88 , 222.38 , 5.74
26/6,10:3:26,3.87 , 57.73 , 3.88 , 222.65 , 5.75
26/6,10:3:32,3.88 , 57.72 , 3.88 , 222.65 , 5.75
26/6,10:3:37,3.87 , 57.79 , 3.88 , 222.59 , 5.75
26/6,10:3:43,3.87 , 57.67 , 3.88 , 221.93 , 5.73
26/6,10:3:48,3.87 , 57.61 , 3.88 , 222.04 , 5.74
26/6,10:3:54,3.87 , 57.61 , 3.88 , 222.34 , 5.74
26/6,10:3:59,3.87 , 57.70 , 3.88 , 222.46 , 5.74
26/6,10:4:4,3.87 , 57.77 , 3.88 , 222.72 , 5.75
26/6,10:4:10,3.87 , 57.76 , 3.88 , 222.33 , 5.74
26/6,10:4:15,3.87 , 57.67 , 3.88 , 222.46 , 5.74
26/6,10:4:21,3.87 , 57.71 , 3.88 , 222.57 , 5.75
26/6,10:4:26,3.87 , 57.71 , 3.88 , 222.63 , 5.75
26/6,10:4:32,3.87 , 57.75 , 3.88 , 222.67 , 5.75
26/6,10:4:37,3.87 , 57.78 , 3.88 , 222.49 , 5.75
26/6,10:4:42,3.87 , 57.73 , 3.88 , 222.12 , 5.74
26/6,10:4:48,3.87 , 57.66 , 3.88 , 221.90 , 5.73
26/6,10:4:53,3.87 , 57.64 , 3.88 , 221.95 , 5.74
26/6,10:4:59,3.87 , 57.61 , 3.88 , 222.13 , 5.74
26/6,10:5:4,3.87 , 57.67 , 3.88 , 222.41 , 5.74
26/6,10:5:10,3.87 , 57.71 , 3.88 , 222.59 , 5.75
26/6,10:5:15,3.87 , 57.73 , 3.88 , 222.46 , 5.75
26/6,10:5:20,3.87 , 57.77 , 3.88 , 222.52 , 5.75
26/6,10:5:26,3.87 , 57.62 , 3.88 , 221.90 , 5.73
26/6,10:5:31,3.87 , 57.62 , 3.88 , 221.91 , 5.74
26/6,10:5:37,3.87 , 57.60 , 3.88 , 221.90 , 5.73
26/6,10:5:42,3.87 , 57.74 , 3.88 , 222.60 , 5.75
26/6,10:5:48,3.87 , 57.77 , 3.88 , 222.48 , 5.75
26/6,10:5:53,3.87 , 57.54 , 3.88 , 221.93 , 5.74
26/6,10:5:59,3.87 , 57.62 , 3.88 , 222.14 , 5.74
26/6,10:6:4,3.87 , 57.60 , 3.88 , 222.17 , 5.74
26/6,10:6:9,3.87 , 57.63 , 3.88 , 222.26 , 5.74
26/6,10:6:15,3.87 , 57.64 , 3.88 , 222.38 , 5.75
26/6,10:6:20,3.87 , 57.55 , 3.88 , 221.84 , 5.73
26/6,10:6:26,3.87 , 57.57 , 3.88 , 222.07 , 5.74
26/6,10:6:31,3.87 , 57.59 , 3.88 , 222.04 , 5.74
26/6,10:6:37,3.87 , 57.59 , 3.88 , 221.89 , 5.74
26/6,10:6:42,3.87 , 57.59 , 3.88 , 221.98 , 5.74
26/6,10:6:47,3.87 , 57.59 , 3.88 , 221.94 , 5.73
26/6,10:6:53,3.87 , 57.57 , 3.88 , 221.95 , 5.74
26/6,10:6:58,3.87 , 57.57 , 3.88 , 221.74 , 5.73
26/6,10:7:4,3.87 , 57.60 , 3.88 , 221.83 , 5.73
26/6,10:7:9,3.87 , 57.60 , 3.88 , 221.75 , 5.73
26/6,10:7:15,3.87 , 57.78 , 3.88 , 222.19 , 5.74
26/6,10:7:20,3.87 , 57.77 , 3.88 , 222.27 , 5.75
26/6,10:7:25,3.87 , 57.77 , 3.88 , 222.37 , 5.75
26/6,10:7:31,3.87 , 57.72 , 3.88 , 222.39 , 5.75
26/6,10:7:36,3.87 , 57.74 , 3.88 , 222.48 , 5.75
26/6,10:7:42,3.87 , 57.69 , 3.88 , 221.97 , 5.74
26/6,10:7:47,3.87 , 57.76 , 3.88 , 222.04 , 5.75
26/6,10:7:53,3.87 , 57.78 , 3.88 , 222.22 , 5.75
26/6,10:7:58,3.87 , 57.77 , 3.88 , 222.48 , 5.75
26/6,10:8:3,3.87 , 57.70 , 3.88 , 222.45 , 5.75
26/6,10:8:9,3.87 , 57.71 , 3.88 , 222.41 , 5.74
26/6,10:8:14,3.87 , 57.49 , 3.88 , 221.78 , 5.73
26/6,10:8:20,3.87 , 57.62 , 3.88 , 221.77 , 5.73
26/6,10:8:25,3.87 , 57.70 , 3.88 , 221.88 , 5.74
26/6,10:8:31,3.87 , 57.75 , 3.88 , 222.00 , 5.74
26/6,10:8:36,3.87 , 57.77 , 3.88 , 222.24 , 5.75
26/6,10:8:41,3.87 , 57.79 , 3.88 , 222.49 , 5.75
26/6,10:8:47,3.87 , 57.77 , 3.88 , 222.43 , 5.75
26/6,10:8:52,3.87 , 57.67 , 3.88 , 222.10 , 5.74
26/6,10:8:58,3.87 , 57.60 , 3.88 , 222.13 , 5.74
26/6,10:9:3,3.87 , 57.54 , 3.88 , 221.73 , 5.73
26/6,10:9:9,3.87 , 57.70 , 3.88 , 222.05 , 5.74
26/6,10:9:14,3.87 , 57.74 , 3.88 , 222.17 , 5.75
26/6,10:9:19,3.87 , 57.71 , 3.88 , 222.36 , 5.75
26/6,10:9:25,3.87 , 57.74 , 3.88 , 222.39 , 5.74
26/6,10:9:30,3.87 , 57.75 , 3.88 , 222.22 , 5.75
26/6,10:9:36,3.87 , 57.76 , 3.88 , 222.41 , 5.75
26/6,10:9:41,3.87 , 57.68 , 3.88 , 222.18 , 5.74
26/6,10:9:47,3.87 , 57.75 , 3.88 , 222.31 , 5.74
26/6,10:9:52,3.87 , 57.75 , 3.88 , 222.57 , 5.75
26/6,10:9:57,3.87 , 57.67 , 3.88 , 222.23 , 5.74
26/6,10:10:3,3.87 , 57.62 , 3.88 , 221.80 , 5.74
26/6,10:10:8,3.87 , 57.81 , 3.88 , 222.12 , 5.75
26/6,10:10:14,3.87 , 57.75 , 3.88 , 222.36 , 5.75
26/6,10:10:19,3.87 , 57.66 , 3.88 , 222.15 , 5.74
26/6,10:10:25,3.87 , 57.51 , 3.88 , 221.65 , 5.73
26/6,10:10:30,3.87 , 57.69 , 3.88 , 221.87 , 5.74
26/6,10:10:35,3.87 , 57.72 , 3.88 , 222.27 , 5.75
26/6,10:10:41,3.87 , 57.69 , 3.88 , 222.25 , 5.74
26/6,10:10:46,3.87 , 57.54 , 3.88 , 221.62 , 5.73
26/6,10:10:52,3.87 , 57.68 , 3.88 , 221.75 , 5.74
26/6,10:10:57,3.87 , 57.64 , 3.88 , 222.32 , 5.74
26/6,10:11:3,3.87 , 57.52 , 3.88 , 221.55 , 5.73
26/6,10:11:8,3.87 , 57.63 , 3.88 , 221.68 , 5.74
26/6,10:11:14,3.87 , 57.58 , 3.88 , 221.48 , 5.73
26/6,10:11:19,3.87 , 57.73 , 3.88 , 221.93 , 5.74
26/6,10:11:24,3.87 , 57.71 , 3.88 , 222.19 , 5.74
26/6,10:11:30,3.87 , 57.50 , 3.88 , 221.60 , 5.74
26/6,10:11:35,3.87 , 57.67 , 3.88 , 221.73 , 5.73
26/6,10:11:41,3.87 , 57.75 , 3.88 , 222.27 , 5.75
26/6,10:11:46,3.87 , 57.53 , 3.88 , 221.67 , 5.73
26/6,10:11:52,3.87 , 57.71 , 3.88 , 221.88 , 5.74
26/6,10:11:57,3.87 , 57.71 , 3.88 , 222.22 , 5.74
26/6,10:12:2,3.87 , 57.51 , 3.88 , 221.48 , 5.73
26/6,10:12:8,3.87 , 57.74 , 3.88 , 221.92 , 5.74
26/6,10:12:13,3.87 , 57.66 , 3.87 , 222.16 , 5.74
26/6,10:12:19,3.87 , 57.55 , 3.87 , 221.44 , 5.73
26/6,10:12:24,3.87 , 57.71 , 3.87 , 222.09 , 5.75
26/6,10:12:30,3.87 , 57.65 , 3.87 , 222.11 , 5.74
26/6,10:12:35,3.87 , 57.64 , 3.87 , 221.58 , 5.73
26/6,10:12:40,3.87 , 57.78 , 3.87 , 222.28 , 5.75
26/6,10:12:46,3.87 , 57.67 , 3.87 , 222.09 , 5.75
26/6,10:12:51,3.87 , 57.55 , 3.87 , 221.41 , 5.73
26/6,10:12:57,3.87 , 57.52 , 3.87 , 221.52 , 5.73
26/6,10:13:2,3.87 , 57.71 , 3.87 , 221.69 , 5.74
26/6,10:13:8,3.87 , 57.66 , 3.87 , 222.04 , 5.73
26/6,10:13:13,3.87 , 57.61 , 3.87 , 221.60 , 5.73
26/6,10:13:18,3.87 , 57.72 , 3.87 , 222.02 , 5.75
26/6,10:13:24,3.87 , 57.59 , 3.87 , 221.72 , 5.73
26/6,10:13:29,3.87 , 57.65 , 3.87 , 221.56 , 5.74
26/6,10:13:35,3.87 , 57.65 , 3.87 , 221.93 , 5.73
26/6,10:13:40,3.87 , 57.67 , 3.87 , 221.67 , 5.73
26/6,10:13:46,3.87 , 57.65 , 3.87 , 221.87 , 5.73
26/6,10:13:51,3.87 , 57.64 , 3.87 , 221.41 , 5.73
26/6,10:13:56,3.87 , 57.72 , 3.87 , 222.10 , 5.75
26/6,10:14:2,3.87 , 57.53 , 3.87 , 221.40 , 5.73
26/6,10:14:7,3.87 , 57.75 , 3.87 , 222.04 , 5.74
26/6,10:14:13,3.87 , 57.57 , 3.87 , 221.75 , 5.73
26/6,10:14:18,3.87 , 57.74 , 3.87 , 221.79 , 5.74
26/6,10:14:24,3.87 , 57.56 , 3.87 , 221.65 , 5.73
26/6,10:14:29,3.87 , 57.69 , 3.87 , 221.73 , 5.74
26/6,10:14:34,3.87 , 57.63 , 3.87 , 221.72 , 5.73
26/6,10:14:40,3.87 , 57.67 , 3.87 , 221.50 , 5.73
26/6,10:14:45,3.87 , 57.66 , 3.87 , 221.50 , 5.73
26/6,10:14:51,3.87 , 57.66 , 3.87 , 222.01 , 5.74
26/6,10:14:56,3.87 , 57.66 , 3.87 , 221.59 , 5.73
26/6,10:15:2,3.87 , 57.63 , 3.87 , 221.73 , 5.73
26/6,10:15:7,3.87 , 57.68 , 3.87 , 221.85 , 5.74
26/6,10:15:12,3.87 , 57.55 , 3.87 , 221.66 , 5.73
26/6,10:15:18,3.87 , 57.71 , 3.87 , 221.63 , 5.74
26/6,10:15:23,3.87 , 57.58 , 3.87 , 221.63 , 5.73
26/6,10:15:29,3.87 , 57.75 , 3.87 , 221.95 , 5.74
26/6,10:15:34,3.87 , 57.57 , 3.87 , 221.44 , 5.73
26/6,10:15:40,3.87 , 57.70 , 3.87 , 222.13 , 5.74
26/6,10:15:45,3.87 , 57.72 , 3.87 , 221.67 , 5.74
26/6,10:15:50,3.87 , 57.59 , 3.87 , 221.65 , 5.74
26/6,10:15:56,3.87 , 57.72 , 3.87 , 221.65 , 5.74
26/6,10:16:1,3.87 , 57.56 , 3.87 , 221.60 , 5.73
26/6,10:16:7,3.87 , 57.74 , 3.87 , 222.06 , 5.75
26/6,10:16:12,3.87 , 57.55 , 3.87 , 221.28 , 5.73
26/6,10:16:18,3.87 , 57.66 , 3.87 , 222.03 , 5.74
